link_id,length,link_name,DIR,FROM_NODE,TO_NODE,AB_CAPACIT,BA_CAPACIT,AB_FFT,BA_FFT,toll_ab,toll_ba,ALPHA,BETA,dir_name_ab,dir_name_ba,is_core
57757,0.0215,S288,0,10309,10306,1500,1500,0.0215,0.0215,,,1.1,3.5,北向南,南向北,0
64681,0.1548,S288,0,10310,10304,1500,1500,0.1548,0.1548,,,1.1,3.5,北向南,南向北,0
66232,0.4635,S288,-1,10311,10302,1500,1500,0.4635,0.4635,,,1.1,3.5,,南向北,0
68908,0.4635,S288,1,10311,10302,1500,1500,0.4635,0.4635,,,1.1,3.5,北向南,,0
57753,0.409,S288,0,10312,10313,1500,1500,0.409,0.409,,,1.1,3.5,北向南,南向北,0
6477,0.1817,S288,0,10313,10340,1500,1500,0.1817,0.1817,,,1.1,3.5,北向南,南向北,0
66212,0.6667,,-1,10314,10315,2400,2400,0.9525,0.9525,,,0.9,4,,南向北,0
68832,0.6655,,1,10314,10315,2400,2400,0.9508,0.9508,,,0.9,4,北向南,,0
68876,1.0051,,0,10316,10292,1200,1200,1.8845,1.8845,,,1.1,3.5,北向南,南向北,0
66238,0.6426,,0,10316,10317,1200,1200,1.2049,1.2049,,,1.1,3.5,西向东,东向西,0
68851,0.7873,,0,10316,10318,1200,1200,1.4761,1.4761,,,1.1,3.5,南向北,北向南,0
68879,0.5411,,0,10316,10325,1200,1200,1.0145,1.0145,,,1.1,3.5,东向西,西向东,0
66221,0.0328,S288,0,10317,10341,1500,1500,0.0328,0.0328,,,1.1,3.5,北向南,南向北,0
68850,0.781,,0,10318,10319,1200,1200,1.4643,1.4643,,,1.1,3.5,西向东,东向西,0
66239,0.0576,,0,10319,10344,1200,1200,0.108,0.108,,,1.1,3.5,西向东,东向西,0
66240,0.0581,,0,10320,10342,1200,1200,0.109,0.109,,,1.1,3.5,西向东,东向西,0
57755,0.0728,S288,0,10321,10339,1500,1500,0.0728,0.0728,,,1.1,3.5,北向南,南向北,0
66220,0.8929,,1,10322,10323,2400,2400,1.2755,1.2755,,,0.9,4,北向南,,0
68840,0.8939,,-1,10322,10323,2400,2400,1.277,1.277,,,0.9,4,,南向北,0
68882,0.0625,,0,10323,10324,2400,2400,0.0893,0.0893,,,0.9,4,北向南,南向北,0
68883,0.0569,,0,10324,10290,2400,2400,0.0813,0.0813,,,0.9,4,北向南,南向北,0
68884,0.5359,,0,10324,10292,1200,1200,1.0049,1.0049,,,1.1,3.5,西向东,东向西,0
68881,0.0551,,0,10325,10315,2400,2400,0.0787,0.0787,,,0.9,4,南向北,北向南,0
68880,0.0642,,0,10325,10322,2400,2400,0.0917,0.0917,,,0.9,4,北向南,南向北,0
68872,0.0345,,0,10326,10332,2400,2400,0.0493,0.0493,,,0.9,4,北向南,南向北,0
66209,0.6307,,-1,10327,10328,2400,2400,0.9011,0.9011,,,0.9,4,,南向北,0
68827,0.6307,,1,10327,10328,2400,2400,0.9011,0.9011,,,0.9,4,北向南,,0
68846,0.0732,,0,10328,10330,2400,2400,0.1045,0.1045,,,0.9,4,北向南,南向北,0
68831,0.5427,,0,10329,10318,1200,1200,1.0175,1.0175,,,1.1,3.5,西向东,东向西,0
68847,0.0472,,0,10330,10314,2400,2400,0.0674,0.0674,,,0.9,4,北向南,南向北,0
68848,0.0559,,0,10330,10329,1200,1200,0.1048,0.1048,,,1.1,3.5,西向东,东向西,0
68825,0.6401,,0,10331,10041,1200,1200,1.2001,1.2001,,,1.1,3.5,西向东,东向西,0
68873,0.0428,,0,10332,10327,2400,2400,0.0611,0.0611,,,0.9,4,北向南,南向北,0
68874,0.0556,,0,10332,10331,1200,1200,0.1042,0.1042,,,1.1,3.5,西向东,东向西,0
77032,0.3017,S288,1,10333,10334,1500,1500,0.3017,0.3017,,,1.1,3.5,北向南,,0
77035,0.0074,S288,1,10334,10337,1500,1500,0.0074,0.0074,,,1.1,3.5,北向南,,0
77033,0.3005,S288,-1,10335,10336,1500,1500,0.3005,0.3005,,,1.1,3.5,,南向北,0
30280,0.0127,,0,10336,10337,400,400,0.0346,0.0346,,,1.5,3,东向西,西向东,0
77037,0.3739,S288,-1,10336,10338,1500,1500,0.3739,0.3739,,,1.1,3.5,,南向北,0
77038,0.3681,S288,1,10337,10338,1500,1500,0.3681,0.3681,,,1.1,3.5,北向南,,0
9131,0.0729,S288,0,10338,10321,1500,1500,0.0729,0.0729,,,1.1,3.5,北向南,南向北,0
9132,0.1697,S288,1,10339,10288,1500,1500,0.1697,0.1697,,,1.1,3.5,北向南,,0
68900,0.1702,S288,-1,10339,10294,1500,1500,0.1702,0.1702,,,1.1,3.5,,南向北,0
6478,0.0598,S288,0,10340,10317,1500,1500,0.0598,0.0598,,,1.1,3.5,北向南,南向北,0
6479,0.2521,S288,1,10341,10333,1500,1500,0.2521,0.2521,,,1.1,3.5,北向南,,0
68903,0.2516,S288,-1,10341,10335,1500,1500,0.2516,0.2516,,,1.1,3.5,,南向北,0
66210,0.5315,S288,0,10342,10343,1500,1500,0.5315,0.5315,,,1.1,3.5,北向南,南向北,0
6476,0.2227,S288,0,10343,10344,1500,1500,0.2227,0.2227,,,1.1,3.5,北向南,南向北,0
66213,0.1863,S288,0,10344,10312,1500,1500,0.1863,0.1863,,,1.1,3.5,北向南,南向北,0
6474,0.2511,S288,0,10345,10346,1500,1500,0.2511,0.2511,,,1.1,3.5,北向南,南向北,0
6475,0.1239,S288,0,10346,10347,1500,1500,0.1239,0.1239,,,1.1,3.5,北向南,南向北,0
51180,0.0875,S288,0,10347,10342,1500,1500,0.0875,0.0875,,,1.1,3.5,北向南,南向北,0
66286,0.4593,,1,10348,10349,2400,2400,0.6561,0.6561,,,0.9,4,南向北,,0
68916,0.4594,,-1,10348,10349,2400,2400,0.6562,0.6562,,,0.9,4,,北向南,0
77102,0.0339,,0,10348,10351,2400,2400,0.0484,0.0484,,,0.9,4,北向南,南向北,0
77101,0.0309,,0,10349,10350,2400,2400,0.0441,0.0441,,,0.9,4,南向北,北向南,0
77100,0.0322,,0,10350,10238,1200,1200,0.0603,0.0603,,,1.1,3.5,西向东,东向西,0
77103,0.0303,,0,10351,10231,2400,2400,0.0433,0.0433,,,0.9,4,北向南,南向北,0
5715,0.555,S288,0,10352,10353,1500,1500,0.555,0.555,,,1.1,3.5,西向东,东向西,0
24244,0.2126,,0,10352,10356,400,400,0.5799,0.5799,,,1.5,3,西向东,东向西,0
77124,0.0167,S288,0,10353,10219,1500,1500,0.0167,0.0167,,,1.1,3.5,西向东,东向西,0
77125,1.965,,0,10353,10369,1200,1200,3.6843,3.6843,,,1.1,3.5,北向南,南向北,0
24496,1.0574,环岛线,0,10354,10355,400,400,2.8837,2.8837,,,1.5,3,东向西,西向东,0
24497,0.1155,环岛线,0,10355,10383,400,400,0.3151,0.3151,,,1.5,3,北向南,南向北,0
24498,0.3842,,0,10356,10357,400,400,1.0477,1.0477,,,1.5,3,西向东,东向西,0
46001,0.6674,,0,10356,10437,400,400,1.8203,1.8203,,,1.5,3,北向南,南向北,0
22769,0.1948,,0,10357,10219,400,400,0.5312,0.5312,,,1.5,3,南向北,北向南,0
24240,1.0209,,0,10357,10463,400,400,2.7843,2.7843,,,1.5,3,西向东,东向西,0
34626,0.9933,,0,10358,10359,400,400,2.709,2.709,,,1.5,3,南向北,北向南,0
34627,0.9572,,0,10359,10456,400,400,2.6106,2.6106,,,1.5,3,南向北,北向南,0
34629,0.2725,,0,10359,10460,400,400,0.7431,0.7431,,,1.5,3,东向西,西向东,0
34644,0.6589,,0,10360,10361,400,400,1.7969,1.7969,,,1.5,3,南向北,北向南,0
34628,0.0999,,0,10360,10443,400,400,0.2724,0.2724,,,1.5,3,北向南,南向北,0
46070,0.1917,,0,10361,10368,400,400,0.5228,0.5228,,,1.5,3,北向南,南向北,0
34651,0.5729,,0,10362,10363,400,400,1.5624,1.5624,,,1.5,3,西向东,东向西,0
34600,0.1198,,0,10362,10435,400,400,0.3267,0.3267,,,1.5,3,北向南,南向北,0
35489,0.2561,,0,10364,10365,400,400,0.6984,0.6984,,,1.5,3,南向北,北向南,0
46062,0.2297,,0,10364,10374,400,400,0.6265,0.6265,,,1.5,3,北向南,南向北,0
24493,0.6898,环岛线,0,10365,10366,400,400,1.8814,1.8814,,,1.5,3,东向西,西向东,0
35491,0.4384,,0,10366,10367,400,400,1.1955,1.1955,,,1.5,3,东向西,西向东,0
24494,0.3086,环岛线,0,10366,10395,400,400,0.8416,0.8416,,,1.5,3,南向北,北向南,0
46071,0.2065,,0,10368,10360,400,400,0.5631,0.5631,,,1.5,3,东向西,西向东,0
77149,0.0167,环岛线,0,10369,10354,400,400,0.0454,0.0454,,,1.5,3,北向南,南向北,0
77148,0.6389,,0,10369,10458,1200,1200,1.1979,1.1979,,,1.1,3.5,北向南,南向北,0
77138,3.395,,0,10370,10371,1200,1200,6.3656,6.3656,,,1.1,3.5,西向东,东向西,0
77139,0.3453,,0,10370,10372,400,400,0.9418,0.9418,,,1.5,3,西向东,东向西,0
77112,0.0757,,0,10371,10462,1200,1200,0.142,0.142,,,1.1,3.5,南向北,北向南,0
34591,0.1979,,0,10372,10373,400,400,0.5396,0.5396,,,1.5,3,东向西,西向东,0
34594,0.0395,,0,10372,10376,400,400,0.1076,0.1076,,,1.5,3,北向南,南向北,0
34592,0.2941,,0,10373,10364,400,400,0.802,0.802,,,1.5,3,东向西,西向东,0
35488,0.2433,,0,10373,10374,400,400,0.6635,0.6635,,,1.5,3,东向西,西向东,0
46063,0.1665,,0,10374,10375,400,400,0.4542,0.4542,,,1.5,3,北向南,南向北,0
35495,1.078,,0,10376,10377,400,400,2.94,2.94,,,1.5,3,西向东,东向西,0
34595,0.0855,,0,10376,10378,400,400,0.2332,0.2332,,,1.5,3,北向南,南向北,0
79686,1.2481,S288,0,10379,10380,1500,1500,1.2481,1.2481,,,1.1,3.5,西向东,东向西,0
34597,1.2259,,0,10379,10386,400,400,3.3433,3.3433,,,1.5,3,北向南,南向北,0
34603,0.2424,,0,10380,10436,400,400,0.6611,0.6611,,,1.5,3,北向南,南向北,0
7857,0.2625,S288,0,10380,10442,1500,1500,0.2625,0.2625,,,1.1,3.5,西向东,东向西,0
24218,1.3355,环岛线,0,10381,10382,400,400,3.6424,3.6424,,,1.5,3,南向北,北向南,0
24488,0.0318,环岛线,0,10382,10208,400,400,0.0866,0.0866,,,1.5,3,东向西,西向东,0
34576,0.0799,,0,10382,10414,400,400,0.2179,0.2179,,,1.5,3,南向北,北向南,0
34599,0.7838,,0,10383,10362,400,400,2.1376,2.1376,,,1.5,3,北向南,南向北,0
24495,1.6564,环岛线,0,10383,10384,400,400,4.5176,4.5176,,,1.5,3,东向西,西向东,0
24221,0.0577,环岛线,0,10384,10365,400,400,0.1575,0.1575,,,1.5,3,东向西,西向东,0
34593,0.2047,,0,10384,10385,400,400,0.5582,0.5582,,,1.5,3,北向南,南向北,0
77141,0.0276,,0,10385,10370,400,400,0.0752,0.0752,,,1.5,3,北向南,南向北,0
57830,1.2259,,0,10386,10397,400,400,3.3433,3.3433,,,1.5,3,北向南,南向北,0
34596,0.2181,,0,10387,10384,400,400,0.5948,0.5948,,,1.5,3,北向南,南向北,0
35490,0.1521,,0,10387,10388,400,400,0.4149,0.4149,,,1.5,3,西向东,东向西,0
66272,1.3475,,0,10389,10390,1200,1200,2.5266,2.5266,,,1.1,3.5,北向南,南向北,0
77088,0.0346,,0,10389,10431,1200,1200,0.065,0.065,,,1.1,3.5,南向北,北向南,0
77085,0.0233,,0,10390,10401,1200,1200,0.0438,0.0438,,,1.1,3.5,东向西,西向东,0
66283,0.9961,,0,10391,10392,1200,1200,1.8677,1.8677,,,1.1,3.5,南向北,北向南,0
77081,0.0302,,0,10392,10413,1200,1200,0.0565,0.0565,,,1.1,3.5,南向北,北向南,0
77064,1.9589,,0,10393,10244,1200,1200,3.673,3.673,,,1.1,3.5,西向东,东向西,0
77086,2.2695,,0,10394,10370,1200,1200,4.2553,4.2553,,,1.1,3.5,西向东,东向西,0
77083,0.0314,,0,10394,10401,1200,1200,0.0588,0.0588,,,1.1,3.5,南向北,北向南,0
35493,0.2558,,0,10395,10396,400,400,0.6975,0.6975,,,1.5,3,西向东,东向西,0
24220,0.4761,环岛线,0,10395,10398,400,400,1.2985,1.2985,,,1.5,3,南向北,北向南,0
57834,0.2559,,0,10396,10402,400,400,0.698,0.698,,,1.5,3,东向西,西向东,0
34598,0.3112,,0,10397,10387,400,400,0.8486,0.8486,,,1.5,3,北向南,南向北,0
35494,0.2321,,0,10397,10403,400,400,0.633,0.633,,,1.5,3,西向东,东向西,0
57832,0.4761,环岛线,0,10398,10399,400,400,1.2985,1.2985,,,1.5,3,南向北,北向南,0
24219,0.2225,环岛线,0,10399,10381,400,400,0.6068,0.6068,,,1.5,3,南向北,北向南,0
34630,0.2478,,0,10399,10400,400,400,0.6759,0.6759,,,1.5,3,东向西,西向东,0
34631,0.1908,,0,10400,10381,400,400,0.5203,0.5203,,,1.5,3,南向北,北向南,0
77084,0.0301,,0,10401,10391,1200,1200,0.0565,0.0565,,,1.1,3.5,南向北,北向南,0
34579,0.0806,,0,10405,10406,400,400,0.2199,0.2199,,,1.5,3,南向北,北向南,0
46010,0.0412,,0,10405,10408,400,400,0.1125,0.1125,,,1.5,3,西向东,东向西,0
34581,0.0505,,0,10406,10415,400,400,0.1377,0.1377,,,1.5,3,南向北,北向南,0
34642,0.0823,,0,10407,10406,400,400,0.2244,0.2244,,,1.5,3,东向西,西向东,0
34580,0.1307,,0,10407,10408,400,400,0.3565,0.3565,,,1.5,3,北向南,南向北,0
34578,0.1472,,0,10408,10414,400,400,0.4015,0.4015,,,1.5,3,北向南,南向北,0
34586,0.1288,,0,10409,10410,400,400,0.3512,0.3512,,,1.5,3,西向东,东向西,0
35507,0.2433,,0,10409,10418,400,400,0.6635,0.6635,,,1.5,3,东向西,西向东,0
77068,0.4841,,0,10411,10412,1200,1200,0.9076,0.9076,,,1.1,3.5,西向东,东向西,0
77080,0.0333,,0,10413,10428,1200,1200,0.0625,0.0625,,,1.1,3.5,西向东,东向西,0
34577,0.0686,,0,10414,10405,400,400,0.1871,0.1871,,,1.5,3,南向北,北向南,0
34571,0.0744,,0,10415,10416,400,400,0.2029,0.2029,,,1.5,3,西向东,东向西,0
34582,0.0803,,0,10415,10423,400,400,0.2191,0.2191,,,1.5,3,南向北,北向南,0
34572,0.0776,,0,10416,10417,400,400,0.2116,0.2116,,,1.5,3,南向北,北向南,0
34583,0.0229,,0,10416,10424,400,400,0.0625,0.0625,,,1.5,3,北向南,南向北,0
35510,0.0274,,0,10417,10419,400,400,0.0748,0.0748,,,1.5,3,西向东,东向西,0
34656,0.0489,,0,10418,10419,400,400,0.1334,0.1334,,,1.5,3,北向南,南向北,0
35508,0.0219,,0,10418,10420,400,400,0.0597,0.0597,,,1.5,3,东向西,西向东,0
34573,0.1012,,0,10419,10425,400,400,0.2759,0.2759,,,1.5,3,北向南,南向北,0
44646,0.0578,,0,10420,10417,400,400,0.1576,0.1576,,,1.5,3,北向南,南向北,0
35506,0.0268,,0,10420,10422,400,400,0.0732,0.0732,,,1.5,3,东向西,西向东,0
77136,0.0431,,0,10421,10411,1200,1200,0.0809,0.0809,,,1.1,3.5,西向东,东向西,0
77137,0.0739,,0,10421,10422,400,400,0.2015,0.2015,,,1.5,3,南向北,北向南,0
35505,0.0602,,0,10422,10207,400,400,0.1643,0.1643,,,1.5,3,南向北,北向南,0
35509,0.0746,,0,10423,10417,400,400,0.2034,0.2034,,,1.5,3,西向东,东向西,0
34657,0.035,,0,10423,10421,400,400,0.0955,0.0955,,,1.5,3,南向北,北向南,0
34584,0.0368,,0,10424,10407,400,400,0.1002,0.1002,,,1.5,3,北向南,南向北,0
34585,0.1157,,0,10425,10409,400,400,0.3156,0.3156,,,1.5,3,西向东,东向西,0
44647,0.0388,,0,10425,10424,400,400,0.1059,0.1059,,,1.5,3,东向西,西向东,0
66275,0.1827,,0,10426,10427,1200,1200,0.3426,0.3426,,,1.1,3.5,北向南,南向北,0
77091,0.0325,,0,10426,10430,1200,1200,0.0609,0.0609,,,1.1,3.5,南向北,北向南,0
77069,0.2241,,0,10428,10429,1200,1200,0.4202,0.4202,,,1.1,3.5,西向东,东向西,0
77092,0.0318,,0,10430,10404,1200,1200,0.0596,0.0596,,,1.1,3.5,南向北,北向南,0
77093,0.0307,,0,10430,10412,1200,1200,0.0576,0.0576,,,1.1,3.5,东向西,西向东,0
77089,0.0296,,0,10431,10427,1200,1200,0.0556,0.0556,,,1.1,3.5,南向北,北向南,0
77090,0.0303,,0,10431,10429,1200,1200,0.0569,0.0569,,,1.1,3.5,东向西,西向东,0
77065,0.2226,,0,10432,10222,1200,1200,0.4173,0.4173,,,1.1,3.5,北向南,南向北,0
66292,0.023,,0,10433,10227,1200,1200,0.0432,0.0432,,,1.1,3.5,南向北,北向南,0
66294,0.0176,,0,10433,10393,1200,1200,0.033,0.033,,,1.1,3.5,西向东,东向西,0
66290,0.0179,,0,10433,10432,1200,1200,0.0336,0.0336,,,1.1,3.5,北向南,南向北,0
34634,1.5492,,0,10434,10355,400,400,4.225,4.225,,,1.5,3,西向东,东向西,0
46067,0.2766,,0,10436,10440,400,400,0.7542,0.7542,,,1.5,3,北向南,南向北,0
34602,0.5506,,0,10439,10436,400,400,1.5017,1.5017,,,1.5,3,东向西,西向东,0
34643,0.1328,,0,10439,10441,400,400,0.3623,0.3623,,,1.5,3,北向南,南向北,0
46068,0.294,,0,10440,10439,400,400,0.8019,0.8019,,,1.5,3,西向东,东向西,0
7834,0.1223,S288,0,10442,10218,1500,1500,0.1223,0.1223,,,1.1,3.5,西向东,东向西,0
22770,0.4182,,0,10444,10445,400,400,1.1406,1.1406,,,1.5,3,北向南,南向北,0
24242,0.657,,0,10444,10464,400,400,1.7919,1.7919,,,1.5,3,南向北,北向南,0
22773,0.2794,环岛线,0,10445,10446,400,400,0.762,0.762,,,1.5,3,南向北,北向南,0
22771,0.011,环岛线,0,10445,10459,400,400,0.0299,0.0299,,,1.5,3,北向南,南向北,0
22772,0.2608,,0,10446,10444,400,400,0.7114,0.7114,,,1.5,3,东向西,西向东,0
24262,0.323,环岛线,0,10447,10448,400,400,0.8808,0.8808,,,1.5,3,北向南,南向北,0
34648,0.176,,0,10447,10480,400,400,0.4799,0.4799,,,1.5,3,东向西,西向东,0
24263,0.1023,环岛线,0,10448,10449,400,400,0.2789,0.2789,,,1.5,3,东向西,西向东,0
35485,0.1375,,0,10448,10473,400,400,0.375,0.375,,,1.5,3,东向西,西向东,0
24264,0.3166,环岛线,0,10449,10450,400,400,0.8634,0.8634,,,1.5,3,东向西,西向东,0
34647,0.5528,,0,10449,10479,400,400,1.5076,1.5076,,,1.5,3,南向北,北向南,0
24265,0.6029,环岛线,0,10450,10451,400,400,1.6442,1.6442,,,1.5,3,东向西,西向东,0
34646,0.4445,,0,10450,10478,400,400,1.2122,1.2122,,,1.5,3,南向北,北向南,0
52455,0.0107,环岛线,0,10451,10062,400,400,0.0292,0.0292,,,1.5,3,东向西,西向东,0
35483,0.257,,0,10452,10454,400,400,0.7008,0.7008,,,1.5,3,西向东,东向西,0
34615,0.47,,0,10452,10468,400,400,1.2818,1.2818,,,1.5,3,东向西,西向东,0
34619,1.5111,,0,10453,10211,400,400,4.1213,4.1213,,,1.5,3,西向东,东向西,0
24241,0.0835,,0,10453,10468,400,400,0.2278,0.2278,,,1.5,3,南向北,北向南,0
77110,0.8536,,0,10455,10062,1200,1200,1.6005,1.6005,,,1.1,3.5,南向北,北向南,0
34601,0.242,,0,10456,10354,400,400,0.66,0.66,,,1.5,3,南向北,北向南,0
35487,0.4485,,0,10456,10457,400,400,1.2231,1.2231,,,1.5,3,西向东,东向西,0
52457,0.4489,,0,10457,10461,400,400,1.2243,1.2243,,,1.5,3,西向东,东向西,0
77147,0.082,环岛线,0,10459,10369,400,400,0.2236,0.2236,,,1.5,3,北向南,南向北,0
52459,0.2723,,0,10460,10361,400,400,0.7425,0.7425,,,1.5,3,东向西,西向东,0
77113,0.0729,,0,10462,10455,1200,1200,0.1366,0.1366,,,1.1,3.5,南向北,北向南,0
77114,0.078,,0,10462,10458,1200,1200,0.1462,0.1462,,,1.1,3.5,南向北,北向南,0
34616,0.2537,,0,10463,10469,400,400,0.6918,0.6918,,,1.5,3,北向南,南向北,0
24243,0.5878,,0,10464,10357,400,400,1.6031,1.6031,,,1.5,3,南向北,北向南,0
34645,0.9046,,0,10464,10466,400,400,2.4672,2.4672,,,1.5,3,西向东,东向西,0
77145,0.5596,环岛线,0,10465,10446,400,400,1.5261,1.5261,,,1.5,3,东向西,西向东,0
77123,0.2838,S288,0,10467,10201,1500,1500,0.2838,0.2838,,,1.1,3.5,西向东,东向西,0
24239,0.272,,0,10468,10463,400,400,0.7418,0.7418,,,1.5,3,东向西,西向东,0
35484,0.1484,,0,10469,10470,400,400,0.4046,0.4046,,,1.5,3,东向西,西向东,0
34617,0.1031,,0,10469,10471,400,400,0.2812,0.2812,,,1.5,3,西向东,东向西,0
34618,0.1377,,0,10472,10453,400,400,0.3754,0.3754,,,1.5,3,西向东,东向西,0
24261,0.5598,环岛线,0,10474,10475,400,400,1.5266,1.5266,,,1.5,3,北向南,南向北,0
24501,0.0601,环岛线,0,10475,10447,400,400,0.164,0.164,,,1.5,3,北向南,南向北,0
34620,0.2526,,0,10475,10477,400,400,0.6889,0.6889,,,1.5,3,南向北,北向南,0
34623,0.1492,,0,10476,10474,400,400,0.407,0.407,,,1.5,3,西向东,东向西,0
35486,0.151,,0,10476,10477,400,400,0.4119,0.4119,,,1.5,3,东向西,西向东,0
34621,0.0083,,0,10477,10482,400,400,0.0227,0.0227,,,1.5,3,南向北,北向南,0
34622,0.3294,,0,10481,10476,400,400,0.8983,0.8983,,,1.5,3,北向南,南向北,0
34625,0.0926,,0,10481,10483,400,400,0.2525,0.2525,,,1.5,3,东向西,西向东,0
34624,0.3483,,0,10482,10481,400,400,0.9498,0.9498,,,1.5,3,南向北,北向南,0
46069,0.25,,0,10482,10484,400,400,0.6819,0.6819,,,1.5,3,南向北,北向南,0
23417,1.0016,,0,10485,10486,400,400,2.7315,2.7315,,,1.5,3,南向北,北向南,0
30303,0.4788,,0,10485,10552,400,400,1.3059,1.3059,,,1.5,3,西向东,东向西,0
23420,0.1075,环岛线,0,10486,10570,400,400,0.2931,0.2931,,,1.5,3,西向东,东向西,0
24368,0.8312,环岛线,0,10487,10488,400,400,2.2668,2.2668,,,1.5,3,北向南,南向北,0
52469,0.831,环岛线,0,10488,10542,400,400,2.2663,2.2663,,,1.5,3,西向东,东向西,0
24372,3.2105,环岛线,0,10489,10490,400,400,8.756,8.756,,,1.5,3,西向东,东向西,0
30300,1.11,,0,10489,10532,400,400,3.0271,3.0271,,,1.5,3,南向北,北向南,0
23412,0.2805,环岛线,0,10490,10486,400,400,0.765,0.765,,,1.5,3,北向南,南向北,0
30292,0.1136,,0,10490,10569,400,400,0.3098,0.3098,,,1.5,3,西向东,东向西,0
30297,0.2659,,0,10491,10492,400,400,0.7251,0.7251,,,1.5,3,南向北,北向南,0
30299,0.9209,,0,10492,10494,400,400,2.5116,2.5116,,,1.5,3,西向东,东向西,0
23714,0.1004,,0,10493,10491,400,400,0.2737,0.2737,,,1.5,3,西向东,东向西,0
30298,0.2169,,0,10493,10492,400,400,0.5916,0.5916,,,1.5,3,南向北,北向南,0
24370,0.329,,0,10494,10053,400,400,0.8973,0.8973,,,1.5,3,西向东,东向西,0
24369,0.3244,,0,10494,10491,400,400,0.8847,0.8847,,,1.5,3,东向西,西向东,0
34641,0.4945,,0,10495,10496,400,400,1.3486,1.3486,,,1.5,3,东向西,西向东,0
22143,0.2108,,0,10495,10497,400,400,0.5749,0.5749,,,1.5,3,南向北,北向南,0
46064,0.4527,,0,10496,10497,400,400,1.2347,1.2347,,,1.5,3,西向东,东向西,0
22144,0.7035,,0,10497,10543,400,400,1.9187,1.9187,,,1.5,3,南向北,北向南,0
66293,5.1823,,0,10498,10499,1200,1200,9.7168,9.7168,,,1.1,3.5,东向西,西向东,0
77115,0.0294,,0,10498,10571,1200,1200,0.0552,0.0552,,,1.1,3.5,西向东,东向西,0
77062,2.7867,,0,10500,10501,1200,1200,5.225,5.225,,,1.1,3.5,北向南,南向北,0
77061,0.0618,,0,10500,10533,1200,1200,0.1158,0.1158,,,1.1,3.5,东向西,西向东,0
77129,0.4049,,0,10502,10202,400,400,1.1041,1.1041,,,1.5,3,北向南,南向北,0
77128,3.8968,,0,10502,10503,1200,1200,7.3064,7.3064,,,1.1,3.5,南向北,北向南,0
77117,0.0313,,0,10503,10571,1200,1200,0.0587,0.0587,,,1.1,3.5,南向北,北向南,0
22139,0.1472,环岛线,0,10504,10505,400,400,0.4015,0.4015,,,1.5,3,西向东,东向西,0
34654,0.6104,,0,10504,10511,400,400,1.6647,1.6647,,,1.5,3,北向南,南向北,0
52461,0.1473,环岛线,0,10505,10518,400,400,0.4018,0.4018,,,1.5,3,西向东,东向西,0
23414,0.1567,环岛线,0,10506,10507,400,400,0.4273,0.4273,,,1.5,3,南向北,北向南,0
23413,0.4503,环岛线,0,10507,10489,400,400,1.228,1.228,,,1.5,3,南向北,北向南,0
30287,0.2066,,0,10508,10509,400,400,0.5634,0.5634,,,1.5,3,南向北,北向南,0
30289,0.0589,,0,10508,10510,400,400,0.1607,0.1607,,,1.5,3,西向东,东向西,0
30285,0.0776,,0,10509,10507,400,400,0.2118,0.2118,,,1.5,3,西向东,东向西,0
30288,0.1549,,0,10509,10510,400,400,0.4224,0.4224,,,1.5,3,北向南,南向北,0
30290,0.0868,,0,10510,10506,400,400,0.2368,0.2368,,,1.5,3,西向东,东向西,0
30291,0.1111,,0,10510,10529,400,400,0.303,0.303,,,1.5,3,西向东,东向西,0
66295,3.1545,,0,10512,10513,1200,1200,5.9147,5.9147,,,1.1,3.5,东向西,西向东,0
77059,0.0611,,0,10512,10533,1200,1200,0.1146,0.1146,,,1.1,3.5,南向北,北向南,0
52465,0.41,环岛线,0,10514,10504,400,400,1.1182,1.1182,,,1.5,3,西向东,东向西,0
52463,0.1785,,0,10515,10517,400,400,0.4868,0.4868,,,1.5,3,南向北,北向南,0
77057,0.0231,,0,10516,10239,1200,1200,0.0434,0.0434,,,1.1,3.5,南向北,北向南,0
77055,0.0344,,0,10516,10513,1200,1200,0.0644,0.0644,,,1.1,3.5,西向东,东向西,0
22140,0.537,环岛线,0,10518,10519,400,400,1.4645,1.4645,,,1.5,3,南向北,北向南,0
22141,0.1769,环岛线,0,10519,10523,400,400,0.4826,0.4826,,,1.5,3,西向东,东向西,0
35458,0.2576,,0,10520,10521,400,400,0.7026,0.7026,,,1.5,3,西向东,东向西,0
46004,0.3883,,0,10522,10518,400,400,1.0591,1.0591,,,1.5,3,东向西,西向东,0
34605,0.1096,,0,10522,10527,400,400,0.2989,0.2989,,,1.5,3,西向东,东向西,0
22146,0.1689,环岛线,0,10523,10524,400,400,0.4605,0.4605,,,1.5,3,南向北,北向南,0
35454,0.2776,,0,10523,10526,400,400,0.757,0.757,,,1.5,3,北向南,南向北,0
22147,0.0596,环岛线,0,10524,10528,400,400,0.1626,0.1626,,,1.5,3,南向北,北向南,0
34653,0.097,,0,10524,10530,400,400,0.2647,0.2647,,,1.5,3,东向西,西向东,0
34606,0.1196,,0,10525,10519,400,400,0.3262,0.3262,,,1.5,3,南向北,北向南,0
34604,0.1361,,0,10525,10522,400,400,0.3712,0.3712,,,1.5,3,北向南,南向北,0
35455,0.0201,,0,10526,10216,400,400,0.0548,0.0548,,,1.5,3,北向南,南向北,0
34607,0.1021,,0,10526,10527,400,400,0.2784,0.2784,,,1.5,3,东向西,西向东,0
